tournament,stage,match_type,match_name,map,round_number,loadout_value,remaining_credits,type,outcome,team_id
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,6,16.5k,3.0k,Semi-buy: 10-20k,Loss,7035
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Round 1,Team Liquid vs KOI,Abyss,12,23.5k,6.2k,Full buy: 20k+,Win,474
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Fracture,8,24.5k,5.4k,Full buy: 20k+,Loss,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,Bind,5,21.9k,4.8k,Full buy: 20k+,Win,2059
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,19,7.5k,10.3k,Semi-eco: 5-10k,Win,1184
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,4,19.7k,3.8k,Semi-buy: 10-20k,Loss,14419
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,13,3.7k,0.5k,Eco: 0-5k,Loss,14419
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Haven,4,23.0k,10.8k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Pearl,11,25.3k,9.8k,Full buy: 20k+,Loss,397
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Pearl,13,3.4k,0.3k,Eco: 0-5k,Loss,1001
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Pearl,21,23.3k,11.4k,Full buy: 20k+,Win,1001
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Semifinals,BBL Esports vs Team Heretics,Lotus,11,19.3k,1.3k,Semi-buy: 10-20k,Loss,397
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Bind,19,23.1k,7.8k,Full buy: 20k+,Win,2059
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Fracture,1,3.6k,0.2k,Eco: 0-5k,Win,12694
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Pearl,4,18.1k,2.6k,Semi-buy: 10-20k,Win,474
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Split,3,19.5k,0.7k,Semi-buy: 10-20k,Win,474
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Haven,3,20.4k,1.2k,Full buy: 20k+,Loss,1001
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Haven,11,18.3k,3.3k,Semi-buy: 10-20k,Win,474
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Lotus,16,20.8k,9.3k,Full buy: 20k+,Loss,1001
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Lotus,16,19.6k,2.4k,Semi-buy: 10-20k,Win,474
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Fracture,12,16.4k,0.5k,Semi-buy: 10-20k,Loss,1001
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Split,11,23.8k,28.5k,Full buy: 20k+,Win,918
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Pearl,1,3.5k,0.1k,Eco: 0-5k,Loss,8185
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Split,5,21.0k,15.6k,Full buy: 20k+,Win,918
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Lotus,5,20.0k,12.4k,Full buy: 20k+,Win,8304
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Lotus,16,9.9k,9.0k,Semi-eco: 5-10k,Loss,918
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,3,15.3k,11.5k,Semi-buy: 10-20k,Win,466
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Nongshim RedForce vs BOOM Esports,Bind,7,23.0k,1.8k,Full buy: 20k+,Loss,466
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Fracture,12,24.6k,4.4k,Full buy: 20k+,Win,5448
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,5,5.7k,8.5k,Semi-eco: 5-10k,Win,8185
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Lotus,13,3.7k,0.3k,Eco: 0-5k,Loss,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Split,4,8.2k,10.2k,Semi-eco: 5-10k,Loss,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Split,11,19.5k,3.0k,Semi-buy: 10-20k,Loss,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Split,18,12.5k,8.2k,Semi-buy: 10-20k,Loss,14
Champions Tour 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Pearl,1,3.1k,0.6k,Eco: 0-5k,Win,5248
Champions Tour 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,Bind,13,3.6k,0.3k,Eco: 0-5k,Loss,7386
Champions Tour 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Bind,10,6.7k,7.4k,Semi-eco: 5-10k,Loss,120
Champions Tour 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Pearl,15,19.0k,4.7k,Semi-buy: 10-20k,Loss,120
Champions Tour 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,Split,16,21.2k,3.1k,Full buy: 20k+,Loss,2359
Champions Tour 2025: Americas Kickoff,Main Event,Upper Quarterfinals,G2 Esports vs Cloud9,Abyss,2,14.2k,2.4k,Semi-buy: 10-20k,Win,11058
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Abyss,8,6.9k,9.2k,Semi-eco: 5-10k,Loss,5248
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Fracture,18,10.5k,7.2k,Semi-buy: 10-20k,Loss,5248
Champions Tour 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Lotus,19,22.4k,19.3k,Full buy: 20k+,Loss,6961
Champions Tour 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,Split,9,21.5k,15.6k,Full buy: 20k+,Loss,2
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,Haven,23,23.8k,9.0k,Full buy: 20k+,Loss,2355
Champions Tour 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,3,17.9k,11.7k,Semi-buy: 10-20k,Win,2
Champions Tour 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,28,23.9k,1.2k,Full buy: 20k+,Loss,7386
Champions Tour 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,36,24.2k,0.9k,Full buy: 20k+,Loss,7386
Champions Tour 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Split,1,3.9k,0.5k,Eco: 0-5k,Win,2
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs Karmine Corp,Pearl,4,22.8k,14.7k,Full buy: 20k+,Win,8877
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs Karmine Corp,Pearl,5,8.7k,6.8k,Semi-eco: 5-10k,Win,397
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs Karmine Corp,Fracture,14,1.6k,9.2k,Eco: 0-5k,Loss,8877
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs Karmine Corp,Fracture,21,23.1k,5.2k,Full buy: 20k+,Loss,8877
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,FUT Esports vs KOI,Lotus,14,14.8k,3.1k,Semi-buy: 10-20k,Win,1184
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,Fracture,20,23.0k,6.8k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,Lotus,14,6.2k,6.8k,Semi-eco: 5-10k,Loss,1001
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,KOI vs Karmine Corp,Lotus,12,18.0k,1.7k,Semi-buy: 10-20k,Loss,7035
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,KOI vs Karmine Corp,Icebox,15,20.0k,15.0k,Full buy: 20k+,Win,7035
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,Lotus,14,1.5k,9.0k,Eco: 0-5k,Loss,11479
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,Split,14,2.1k,9.0k,Eco: 0-5k,Win,2593
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,Icebox,23,16.1k,4.9k,Semi-buy: 10-20k,Loss,397
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Split,16,22.5k,13.4k,Full buy: 20k+,Win,8877
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Split,24,12.5k,1.0k,Semi-buy: 10-20k,Win,4915
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Ascent,14,13.5k,3.3k,Semi-buy: 10-20k,Win,4915
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Fracture,7,23.6k,26.6k,Full buy: 20k+,Win,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Split,14,10.2k,0.2k,Semi-buy: 10-20k,Win,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 3,Team Liquid vs BBL Esports,Fracture,14,13.7k,5.3k,Semi-buy: 10-20k,Win,397
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Haven,11,11.1k,7.0k,Semi-buy: 10-20k,Loss,474
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Lotus,17,20.4k,0.7k,Full buy: 20k+,Win,278
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,Fracture,6,23.5k,31.1k,Full buy: 20k+,Loss,5448
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Lotus,6,23.2k,19.7k,Full buy: 20k+,Win,8185
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Ascent,12,24.0k,12.9k,Full buy: 20k+,Win,466
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Haven,23,20.0k,0.9k,Full buy: 20k+,Win,17
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Ascent,7,24.2k,28.9k,Full buy: 20k+,Win,878
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Pearl,15,19.6k,13.0k,Semi-buy: 10-20k,Win,11060
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,Fracture,5,22.0k,0.9k,Full buy: 20k+,Win,17
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Split,10,11.2k,8.5k,Semi-buy: 10-20k,Loss,5448
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Haven,11,24.6k,6.8k,Full buy: 20k+,Loss,6199
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Pearl,5,22.4k,13.7k,Full buy: 20k+,Win,14
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Lotus,3,22.4k,1.3k,Full buy: 20k+,Loss,8304
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Lotus,12,24.6k,7.1k,Full buy: 20k+,Loss,918
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,Fracture,19,25.6k,14.7k,Full buy: 20k+,Loss,466
Champions Tour 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,Lotus,4,21.7k,0.5k,Full buy: 20k+,Loss,8185
Champions Tour 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Ascent,13,4.0k,0.2k,Eco: 0-5k,Loss,17
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Lotus,12,23.5k,1.9k,Full buy: 20k+,Loss,14
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Split,17,23.1k,1.5k,Full buy: 20k+,Win,878
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Icebox,12,25.7k,16.2k,Full buy: 20k+,Win,624
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Pearl,6,22.4k,15.4k,Full buy: 20k+,Loss,188
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,MIBR vs LEVIATÁN,Split,18,20.6k,2.7k,Full buy: 20k+,Loss,2359
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,2Game Esports vs Evil Geniuses,Lotus,1,4.1k,0.1k,Eco: 0-5k,Loss,15072
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,2Game Esports vs Evil Geniuses,Lotus,17,20.1k,6.2k,Full buy: 20k+,Win,5248
Champions Tour 2025: Americas Stage 1,Group Stage,Week 2,NRG vs FURIA,Lotus,16,22.3k,15.3k,Full buy: 20k+,Loss,2406
Champions Tour 2025: Americas Stage 1,Group Stage,Week 2,Sentinels vs KRÜ Esports,Icebox,1,3.8k,0.3k,Eco: 0-5k,Loss,2
Champions Tour 2025: Americas Stage 1,Group Stage,Week 2,LOUD vs 2Game Esports,Lotus,12,15.8k,0.5k,Semi-buy: 10-20k,Win,6961
Champions Tour 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,8,9.4k,9.0k,Semi-eco: 5-10k,Loss,2359
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,13,3.6k,0.3k,Eco: 0-5k,Loss,2
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,11,19.8k,0.9k,Semi-buy: 10-20k,Loss,6961
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,Pearl,13,3.7k,0.2k,Eco: 0-5k,Loss,2406
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Lotus,6,23.3k,8.6k,Full buy: 20k+,Win,7386
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,Lotus,9,24.8k,8.8k,Full buy: 20k+,Loss,2359
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,Haven,4,21.9k,2.3k,Full buy: 20k+,Loss,2359
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Split,7,24.6k,26.8k,Full buy: 20k+,Win,2
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Haven,2,13.4k,5.5k,Semi-buy: 10-20k,Win,188
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Icebox,7,19.3k,4.2k,Semi-buy: 10-20k,Win,7386
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Ascent,10,23.1k,21.2k,Full buy: 20k+,Win,2406
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Split,7,22.9k,17.1k,Full buy: 20k+,Win,7386
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,Haven,9,7.7k,8.7k,Semi-eco: 5-10k,Loss,15072
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,Pearl,3,14.1k,11.8k,Semi-buy: 10-20k,Win,2
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,Pearl,10,23.2k,9.4k,Full buy: 20k+,Loss,15072
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Split,11,22.4k,4.0k,Full buy: 20k+,Loss,5248
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Icebox,20,18.9k,1.0k,Semi-buy: 10-20k,Win,2359
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Round 1,MIBR vs 100 Thieves,Icebox,5,17.8k,9.3k,Semi-buy: 10-20k,Win,7386
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Icebox,3,20.8k,12.5k,Full buy: 20k+,Win,7386
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Lotus,20,24.0k,13.0k,Full buy: 20k+,Loss,2355
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Icebox,14,17.9k,3.4k,Semi-buy: 10-20k,Win,2355
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Lotus,14,2.1k,8.6k,Eco: 0-5k,Loss,2
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Pearl,23,23.0k,10.7k,Full buy: 20k+,Win,11058
Champions Tour 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Haven,11,18.3k,0.8k,Semi-buy: 10-20k,Loss,11058
Champions Tour 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Split,18,19.1k,1.2k,Semi-buy: 10-20k,Loss,2
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 1,Team Vitality vs T1,Fracture,16,21.2k,3.2k,Full buy: 20k+,Loss,14
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 2 (1-0),DRX vs Team Vitality,Abyss,22,20.4k,1.0k,Full buy: 20k+,Win,2059
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,Pearl,6,23.4k,18.9k,Full buy: 20k+,Win,1120
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,Lotus,13,3.5k,0.2k,Eco: 0-5k,Loss,12685
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 2 (0-1),T1 vs Trace Esports,Haven,14,15.7k,4.7k,Semi-buy: 10-20k,Loss,14
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,Pearl,15,13.6k,14.8k,Semi-buy: 10-20k,Win,397
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Fracture,3,23.9k,7.0k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,Fracture,1,3.6k,0.3k,Eco: 0-5k,Win,474
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Fracture,1,3.8k,0.2k,Eco: 0-5k,Win,1184
Champions Tour 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Fracture,10,25.5k,17.0k,Full buy: 20k+,Win,474
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Split,19,9.8k,8.2k,Semi-eco: 5-10k,Loss,5448
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Rex Regum Qeon,Pearl,1,4.3k,0.0k,Eco: 0-5k,Win,878
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Lotus,21,11.0k,6.6k,Semi-buy: 10-20k,Win,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,4,19.8k,9.7k,Semi-buy: 10-20k,Loss,878
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Bind,4,19.9k,1.7k,Semi-buy: 10-20k,Win,8304
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Bind,17,22.7k,8.6k,Full buy: 20k+,Win,17
Champions Tour 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Pearl,1,3.9k,0.2k,Eco: 0-5k,Loss,6961
Champions Tour 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,Fracture,14,14.0k,5.5k,Semi-buy: 10-20k,Win,
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Fracture,17,23.8k,7.3k,Full buy: 20k+,Loss,5248
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,Pearl,6,22.3k,16.6k,Full buy: 20k+,Win,7386
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,100 Thieves vs NRG,Bind,14,2.5k,8.8k,Eco: 0-5k,Loss,120
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Abyss,12,23.5k,6.0k,Full buy: 20k+,Loss,7386
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Split,24,22.1k,6.1k,Full buy: 20k+,Win,2359
Champions Tour 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,Pearl,20,20.3k,5.3k,Full buy: 20k+,Loss,2
Champions Tour 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,17,22.7k,4.4k,Full buy: 20k+,Win,2
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Split,2,16.1k,2.0k,Semi-buy: 10-20k,Win,1001
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Natus Vincere,Split,11,20.3k,4.1k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Team Liquid vs FUT Esports,Lotus,1,3.8k,0.1k,Eco: 0-5k,Win,474
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,Haven,4,23.7k,21.0k,Full buy: 20k+,Win,2059
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,Haven,17,20.2k,4.6k,Full buy: 20k+,Loss,2059
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,Split,13,3.6k,0.2k,Eco: 0-5k,Loss,2593
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,Pearl,6,18.6k,1.4k,Semi-buy: 10-20k,Win,12694
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 4,Team Liquid vs KOI,Split,7,23.6k,4.3k,Full buy: 20k+,Loss,7035
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Lotus,8,19.2k,7.8k,Semi-buy: 10-20k,Win,2593
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,Ascent,28,24.3k,0.9k,Full buy: 20k+,Loss,397
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Split,6,23.8k,16.0k,Full buy: 20k+,Win,12694
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Icebox,16,11.2k,9.0k,Semi-buy: 10-20k,Loss,2059
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,FNATIC vs Team Heretics,Lotus,5,24.6k,31.7k,Full buy: 20k+,Loss,1001
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Icebox,5,23.0k,3.3k,Full buy: 20k+,Win,4915
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Icebox,9,21.0k,3.1k,Full buy: 20k+,Win,4915
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Split,16,22.6k,5.6k,Full buy: 20k+,Loss,2059
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Fracture,26,23.8k,1.1k,Full buy: 20k+,Loss,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Icebox,20,21.1k,12.3k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Icebox,14,18.2k,0.6k,Semi-buy: 10-20k,Win,1001
Champions Tour 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Icebox,6,22.7k,7.4k,Full buy: 20k+,Loss,1001
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Pearl,7,23.4k,10.3k,Full buy: 20k+,Win,918
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,Icebox,8,23.5k,11.7k,Full buy: 20k+,Win,5448
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Haven,2,16.5k,0.3k,Semi-buy: 10-20k,Win,878
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Ascent,19,25.9k,14.2k,Full buy: 20k+,Win,466
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Ascent,20,26.2k,26.1k,Full buy: 20k+,Loss,466
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,DRX vs Global Esports,Ascent,14,11.2k,0.8k,Semi-buy: 10-20k,Loss,918
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Haven,18,21.6k,7.6k,Full buy: 20k+,Win,466
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Icebox,5,3.7k,9.3k,Eco: 0-5k,Loss,878
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Icebox,16,20.1k,3.6k,Full buy: 20k+,Win,878
