tournament,stage,match_type,match_name,map,round_number,loadout_value,remaining_credits,type,outcome,team_id
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Pearl,10,23.6k,5.3k,Full buy: 20k+,Loss,17
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Split,19,21.5k,11.1k,Full buy: 20k+,Win,8304
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Ascent,17,22.5k,1.5k,Full buy: 20k+,Loss,17
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,13,4.0k,0.2k,Eco: 0-5k,Loss,5448
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,19,24.2k,5.3k,Full buy: 20k+,Win,11060
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,19,22.7k,1.5k,Full buy: 20k+,Loss,878
Champions Tour 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,4,20.9k,13.7k,Full buy: 20k+,Loss,8304
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Fracture,9,24.9k,14.0k,Full buy: 20k+,Loss,14
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Ascent,8,22.4k,3.5k,Full buy: 20k+,Win,14
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Ascent,17,23.3k,0.7k,Full buy: 20k+,Loss,14
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Fracture,3,14.4k,13.4k,Semi-buy: 10-20k,Win,8185
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Fracture,7,25.9k,12.7k,Full buy: 20k+,Win,466
Champions Tour 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Icebox,20,17.2k,1.9k,Semi-buy: 10-20k,Loss,878
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Haven,2,18.3k,0.8k,Semi-buy: 10-20k,Win,17
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent,11,23.5k,17.4k,Full buy: 20k+,Loss,878
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Lotus,16,23.3k,7.6k,Full buy: 20k+,Win,878
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,MIBR vs LEVIATÁN,Split,13,3.4k,0.1k,Eco: 0-5k,Win,7386
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,MIBR vs LEVIATÁN,Icebox,2,16.2k,1.7k,Semi-buy: 10-20k,Win,7386
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,Sentinels vs 100 Thieves,Haven,13,3.8k,0.1k,Eco: 0-5k,Loss,2
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,Sentinels vs 100 Thieves,Split,14,10.7k,0.4k,Semi-buy: 10-20k,Loss,120
Champions Tour 2025: Americas Stage 1,Group Stage,Week 2,G2 Esports vs MIBR,Pearl,21,20.3k,2.4k,Full buy: 20k+,Win,7386
Champions Tour 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,13,4.2k,0.1k,Eco: 0-5k,Loss,2359
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Icebox,4,22.8k,4.4k,Full buy: 20k+,Loss,15072
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,Haven,8,22.6k,4.2k,Full buy: 20k+,Loss,2359
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Ascent,13,3.7k,0.2k,Eco: 0-5k,Loss,2406
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Ascent,15,21.2k,13.8k,Full buy: 20k+,Win,7386
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,Sentinels vs 2Game Esports,Pearl,5,21.9k,10.3k,Full buy: 20k+,Loss,2
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Pearl,26,23.3k,1.4k,Full buy: 20k+,Loss,6961
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Fracture,3,16.1k,12.5k,Semi-buy: 10-20k,Loss,
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Lotus,1,4.0k,0.2k,Eco: 0-5k,Win,7386
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Semifinals,G2 Esports vs Sentinels,Ascent,11,20.2k,0.4k,Full buy: 20k+,Loss,11058
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Split,23,26.1k,22.0k,Full buy: 20k+,Win,11058
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 3,G2 Esports vs Evil Geniuses,Lotus,5,21.5k,7.4k,Full buy: 20k+,Win,11058
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Lotus,17,20.1k,1.9k,Full buy: 20k+,Win,7386
Champions Tour 2025: Americas Stage 1,Playoffs,Grand Final,Sentinels vs G2 Esports,Haven,2,2.3k,8.8k,Eco: 0-5k,Loss,2
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Pearl,6,25.5k,20.2k,Full buy: 20k+,Win,1120
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 1,DRX vs Sentinels,Lotus,5,7.8k,10.1k,Semi-eco: 5-10k,Loss,2
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 1,DRX vs Sentinels,Haven,4,19.8k,4.4k,Semi-buy: 10-20k,Loss,2
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 1,Team Vitality vs T1,Fracture,23,19.9k,0.6k,Semi-buy: 10-20k,Loss,14
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Fracture,24,22.1k,3.8k,Full buy: 20k+,Loss,8185
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,T1 vs DRX,Pearl,3,19.2k,13.3k,Semi-buy: 10-20k,Loss,14
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,5,22.7k,0.7k,Full buy: 20k+,Loss,14
Champions Tour 2025: Masters Bangkok,Playoffs,Lower Round 1,T1 vs Team Vitality,Lotus,11,21.6k,8.3k,Full buy: 20k+,Win,2059
Champions Tour 2025: Masters Bangkok,Playoffs,Grand Final,G2 Esports vs T1,Split,13,4.1k,0.2k,Eco: 0-5k,Loss,11058
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Abyss,2,13.7k,3.9k,Semi-buy: 10-20k,Win,8877
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Lotus,13,4.0k,0.1k,Eco: 0-5k,Win,8877
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,10,24.9k,18.7k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Pearl,13,4.0k,0.1k,Eco: 0-5k,Loss,1184
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,4,23.2k,22.3k,Full buy: 20k+,Win,1184
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,Fracture,14,18.9k,0.5k,Semi-buy: 10-20k,Win,474
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,11,22.6k,23.7k,Full buy: 20k+,Win,1001
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,Pearl,17,4.6k,10.6k,Eco: 0-5k,Loss,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,19,20.2k,4.3k,Full buy: 20k+,Loss,11479
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Fracture,19,16.2k,2.1k,Semi-buy: 10-20k,Loss,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Split,18,23.8k,7.7k,Full buy: 20k+,Loss,397
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Abyss,8,8.9k,8.7k,Semi-eco: 5-10k,Loss,1001
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Bind,10,21.3k,2.9k,Full buy: 20k+,Loss,474
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,Fracture,9,23.1k,16.8k,Full buy: 20k+,Win,474
Champions Tour 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Split,6,23.8k,28.6k,Full buy: 20k+,Win,474
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,Split,10,18.4k,3.8k,Semi-buy: 10-20k,Loss,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Split,7,24.2k,30.3k,Full buy: 20k+,Loss,6199
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Fracture,16,19.1k,3.8k,Semi-buy: 10-20k,Loss,11060
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Split,20,13.1k,1.6k,Semi-buy: 10-20k,Win,624
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,Fracture,12,20.9k,0.8k,Full buy: 20k+,Loss,17
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Paper Rex vs ZETA DIVISION,Lotus,10,22.6k,16.6k,Full buy: 20k+,Win,624
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,4,22.1k,17.2k,Full buy: 20k+,Win,278
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Split,1,3.7k,0.1k,Eco: 0-5k,Win,278
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,Haven,5,23.4k,22.5k,Full buy: 20k+,Win,14
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,10,25.4k,16.7k,Full buy: 20k+,Win,8185
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Bind,18,11.6k,7.4k,Semi-buy: 10-20k,Loss,17
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Abyss,2,15.9k,0.7k,Semi-buy: 10-20k,Win,278
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Bind,7,22.5k,11.1k,Full buy: 20k+,Win,8304
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Haven,3,15.3k,11.9k,Semi-buy: 10-20k,Loss,8185
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Fracture,7,23.4k,13.3k,Full buy: 20k+,Win,8185
Champions Tour 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Fracture,14,14.9k,2.1k,Semi-buy: 10-20k,Win,8185
Champions Tour 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Split,16,20.2k,1.1k,Full buy: 20k+,Win,14
Champions Tour 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Abyss,11,21.0k,1.1k,Full buy: 20k+,Loss,14
Champions Tour 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Split,21,12.8k,9.7k,Semi-buy: 10-20k,Win,14
Champions Tour 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,Fracture,21,7.6k,9.6k,Semi-eco: 5-10k,Loss,188
Champions Tour 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,Lotus,16,21.9k,14.8k,Full buy: 20k+,Loss,
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,Lotus,1,3.4k,0.3k,Eco: 0-5k,Loss,7386
Champions Tour 2025: Americas Kickoff,Main Event,Lower Round 1,Cloud9 vs MIBR,Pearl,9,23.6k,31.6k,Full buy: 20k+,Loss,7386
Champions Tour 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Fracture,1,3.8k,0.1k,Eco: 0-5k,Win,11058
Champions Tour 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Haven,9,18.0k,1.5k,Semi-buy: 10-20k,Win,11058
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Split,21,20.5k,2.8k,Full buy: 20k+,Win,2059
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs Karmine Corp,Pearl,20,21.3k,8.4k,Full buy: 20k+,Win,8877
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Ascent,6,22.8k,6.5k,Full buy: 20k+,Loss,1001
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Ascent,17,22.2k,1.5k,Full buy: 20k+,Loss,1001
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Icebox,5,19.3k,2.0k,Semi-buy: 10-20k,Loss,1001
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,FUT Esports vs KOI,Pearl,16,22.3k,10.6k,Full buy: 20k+,Win,1184
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Gentle Mates,Icebox,4,7.5k,8.5k,Semi-eco: 5-10k,Loss,474
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Haven,7,22.9k,9.2k,Full buy: 20k+,Win,4915
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Haven,12,23.6k,12.0k,Full buy: 20k+,Win,4915
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Fracture,2,14.7k,2.8k,Semi-buy: 10-20k,Win,1184
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Fracture,23,8.7k,9.6k,Semi-eco: 5-10k,Loss,1184
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Lotus,17,23.7k,26.0k,Full buy: 20k+,Win,1184
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 2,Team Heretics vs GIANTX,Haven,4,20.9k,6.0k,Full buy: 20k+,Win,14419
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,KOI vs BBL Esports,Pearl,7,22.1k,13.1k,Full buy: 20k+,Loss,7035
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,Pearl,19,9.4k,8.6k,Semi-eco: 5-10k,Loss,14419
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 4,Team Liquid vs KOI,Split,10,22.8k,10.5k,Full buy: 20k+,Loss,7035
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Fracture,9,24.4k,6.3k,Full buy: 20k+,Win,12694
Champions Tour 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Icebox,21,23.2k,13.1k,Full buy: 20k+,Win,4915
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Lotus,14,14.5k,4.8k,Semi-buy: 10-20k,Loss,4915
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 1,Natus Vincere vs Karmine Corp,Split,4,22.4k,9.2k,Full buy: 20k+,Loss,8877
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Icebox,19,22.0k,5.4k,Full buy: 20k+,Win,1001
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Split,13,3.6k,0.3k,Eco: 0-5k,Win,2593
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Fracture,12,23.6k,4.9k,Full buy: 20k+,Win,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Split,13,3.6k,0.3k,Eco: 0-5k,Win,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Split,16,19.2k,4.1k,Semi-buy: 10-20k,Loss,4915
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Icebox,16,9.2k,9.3k,Semi-eco: 5-10k,Loss,1001
Champions Tour 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Icebox,16,23.4k,9.0k,Full buy: 20k+,Win,2593
Champions Tour 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Icebox,1,2.8k,0.4k,Eco: 0-5k,Loss,474
Champions Tour 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Icebox,11,21.8k,10.3k,Full buy: 20k+,Loss,1001
Champions Tour 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Icebox,15,20.8k,0.5k,Full buy: 20k+,Loss,2593
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Haven,14,4.7k,5.9k,Eco: 0-5k,Loss,466
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,Ascent,9,19.1k,2.4k,Semi-buy: 10-20k,Loss,8185
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Haven,9,25.3k,11.4k,Full buy: 20k+,Win,466
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Ascent,2,12.6k,5.4k,Semi-buy: 10-20k,Win,624
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Pearl,19,20.6k,5.8k,Full buy: 20k+,Loss,918
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Lotus,11,24.4k,24.6k,Full buy: 20k+,Loss,5448
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Haven,2,15.4k,1.3k,Semi-buy: 10-20k,Win,8304
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Haven,12,23.1k,11.8k,Full buy: 20k+,Loss,8304
Champions Tour 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,1,4.1k,0.1k,Eco: 0-5k,Loss,878
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,Icebox,12,24.1k,4.9k,Full buy: 20k+,Win,8185
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Icebox,1,3.8k,0.3k,Eco: 0-5k,Win,8185
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Fracture,1,3.3k,0.5k,Eco: 0-5k,Loss,878
Champions Tour 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Ascent,4,6.9k,9.3k,Semi-eco: 5-10k,Loss,624
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent,4,23.6k,10.8k,Full buy: 20k+,Win,878
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent,5,21.3k,3.6k,Full buy: 20k+,Loss,17
Champions Tour 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Ascent,19,23.7k,13.7k,Full buy: 20k+,Win,17
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,KRÜ Esports vs LOUD,Fracture,1,3.6k,0.4k,Eco: 0-5k,Win,6961
Champions Tour 2025: Americas Stage 1,Group Stage,Week 1,KRÜ Esports vs LOUD,Fracture,7,22.5k,2.4k,Full buy: 20k+,Loss,2355
Champions Tour 2025: Americas Stage 1,Group Stage,Week 2,LOUD vs 2Game Esports,Lotus,9,24.5k,31.9k,Full buy: 20k+,Loss,15072
Champions Tour 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,3,17.2k,14.8k,Semi-buy: 10-20k,Win,188
Champions Tour 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,10,24.6k,17.6k,Full buy: 20k+,Win,188
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Icebox,24,19.5k,1.5k,Semi-buy: 10-20k,Loss,6961
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,100 Thieves vs LOUD,Split,13,3.5k,0.4k,Eco: 0-5k,Loss,120
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Pearl,19,6.7k,9.4k,Semi-eco: 5-10k,Loss,7386
Champions Tour 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Haven,2,16.2k,0.5k,Semi-buy: 10-20k,Win,188
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,100 Thieves vs 2Game Esports,Ascent,17,20.2k,1.0k,Full buy: 20k+,Win,15072
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Haven,2,3.2k,7.9k,Eco: 0-5k,Win,2
Champions Tour 2025: Americas Stage 1,Group Stage,Week 4,NRG vs MIBR,Haven,14,3.7k,8.5k,Eco: 0-5k,Loss,
Champions Tour 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Pearl,11,20.9k,11.1k,Full buy: 20k+,Win,5248
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Round 1,Sentinels vs Cloud9,Ascent,11,26.4k,17.2k,Full buy: 20k+,Win,2
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 1,100 Thieves vs NRG,Fracture,1,3.6k,0.3k,Eco: 0-5k,Loss,
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Icebox,12,22.6k,8.9k,Full buy: 20k+,Win,188
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,Icebox,24,25.5k,8.6k,Full buy: 20k+,Win,5248
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Lotus,10,21.7k,5.7k,Full buy: 20k+,Loss,7386
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Lotus,19,22.4k,4.5k,Full buy: 20k+,Loss,2355
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Icebox,18,20.5k,1.4k,Full buy: 20k+,Loss,2355
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,Split,22,26.3k,21.0k,Full buy: 20k+,Win,11058
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Lotus,2,16.1k,3.4k,Semi-buy: 10-20k,Win,2
Champions Tour 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,Split,17,20.9k,1.8k,Full buy: 20k+,Loss,7386
Champions Tour 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Haven,7,24.4k,15.7k,Full buy: 20k+,Win,11058
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 1,EDward Gaming vs Team Liquid,Split,3,22.3k,1.2k,Full buy: 20k+,Win,1120
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 1,G2 Esports vs Trace Esports,Abyss,8,22.1k,9.4k,Full buy: 20k+,Loss,12685
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Lotus,18,19.5k,3.0k,Semi-buy: 10-20k,Loss,474
Champions Tour 2025: Masters Bangkok,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,18,15.4k,0.7k,Semi-buy: 10-20k,Loss,474
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,25,23.8k,0.8k,Full buy: 20k+,Win,11058
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,13,3.9k,0.3k,Eco: 0-5k,Loss,2059
Champions Tour 2025: Masters Bangkok,Playoffs,Lower Final,EDward Gaming vs T1,Haven,18,7.2k,10.4k,Semi-eco: 5-10k,Loss,1120
Champions Tour 2025: Masters Bangkok,Playoffs,Lower Final,EDward Gaming vs T1,Fracture,21,10.4k,8.9k,Semi-buy: 10-20k,Loss,1120
Champions Tour 2025: Masters Bangkok,Playoffs,Grand Final,G2 Esports vs T1,Lotus,12,22.8k,8.3k,Full buy: 20k+,Win,11058
Champions Tour 2025: Masters Bangkok,Playoffs,Grand Final,G2 Esports vs T1,Pearl,19,10.6k,7.7k,Semi-buy: 10-20k,Loss,14
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Abyss,8,22.6k,13.3k,Full buy: 20k+,Loss,8877
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Abyss,7,24.0k,14.4k,Full buy: 20k+,Loss,2593
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Bind,20,20.1k,4.0k,Full buy: 20k+,Win,14419
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,Lotus,14,1.8k,9.5k,Eco: 0-5k,Loss,8877
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,Pearl,8,5.5k,11.3k,Semi-eco: 5-10k,Loss,12694
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Fracture,13,3.8k,0.1k,Eco: 0-5k,Loss,12694
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Abyss,13,3.7k,0.3k,Eco: 0-5k,Win,1184
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Abyss,22,23.2k,29.3k,Full buy: 20k+,Win,1184
Champions Tour 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Haven,11,24.0k,13.4k,Full buy: 20k+,Win,1001
Champions Tour 2025: EMEA Kickoff,Main Event,Lower Round 4,FUT Esports vs Team Liquid,Abyss,18,23.9k,12.1k,Full buy: 20k+,Win,474
