Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,MIBR,vyse,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,MIBR,jett,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,MIBR,kayo,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,DRX,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,DRX,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,DRX,sova,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,DRX,waylay,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,DRX,vyse,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,Paper Rex,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,Paper Rex,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,Paper Rex,sova,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,Paper Rex,vyse,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,Paper Rex,sage,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,Team Heretics,yoru,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,Team Heretics,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,Team Heretics,sova,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,Team Heretics,cypher,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Ascent,Team Heretics,jett,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,MIBR,yoru,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,MIBR,fade,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,MIBR,viper,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,MIBR,brimstone,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,MIBR,raze,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,DRX,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,DRX,fade,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,DRX,viper,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,DRX,waylay,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,DRX,brimstone,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,Paper Rex,yoru,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,Paper Rex,fade,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,Paper Rex,viper,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,Paper Rex,brimstone,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,Paper Rex,raze,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,Team Heretics,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,Team Heretics,fade,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,Team Heretics,viper,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,Team Heretics,waylay,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Bind,Team Heretics,brimstone,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Lotus,Paper Rex,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Lotus,Paper Rex,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Lotus,Paper Rex,fade,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Lotus,Paper Rex,vyse,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Lotus,Paper Rex,raze,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 2,Lotus,Team Heretics,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Lotus,Team Heretics,fade,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Lotus,Team Heretics,raze,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Lotus,Team Heretics,deadlock,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 2,Lotus,Team Heretics,chamber,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 3,Ascent,DRX,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 3,Ascent,DRX,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 3,Ascent,DRX,vyse,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 3,Ascent,DRX,sova,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 3,Ascent,DRX,waylay,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 3,Ascent,Paper Rex,yoru,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 3,Ascent,Paper Rex,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 3,Ascent,Paper Rex,vyse,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 3,Ascent,Paper Rex,sova,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 3,Ascent,Paper Rex,sage,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,DRX,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,DRX,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,DRX,vyse,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,DRX,fade,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,DRX,raze,1,0,1
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,Paper Rex,yoru,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,Paper Rex,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,Paper Rex,vyse,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,Paper Rex,fade,0,1,1
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,Paper Rex,raze,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Sunset,FNATIC,fade,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Sunset,FNATIC,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Sunset,FNATIC,vyse,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Sunset,FNATIC,breach,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Sunset,FNATIC,neon,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Sunset,DRX,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Sunset,DRX,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Sunset,DRX,waylay,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Sunset,DRX,sova,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Sunset,DRX,cypher,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Corrode,FNATIC,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Corrode,FNATIC,fade,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Corrode,FNATIC,viper,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Corrode,FNATIC,vyse,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Corrode,FNATIC,astra,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Corrode,DRX,yoru,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Corrode,DRX,fade,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Corrode,DRX,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Corrode,DRX,waylay,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Corrode,DRX,vyse,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Haven,FNATIC,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Haven,FNATIC,omen,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Haven,FNATIC,viper,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Haven,FNATIC,sova,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Haven,FNATIC,killjoy,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Haven,DRX,yoru,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Haven,DRX,omen,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Haven,DRX,waylay,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Haven,DRX,sova,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Haven,DRX,cypher,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Bind,FNATIC,yoru,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Bind,FNATIC,fade,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Bind,FNATIC,viper,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Bind,FNATIC,astra,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Bind,FNATIC,tejo,1,0,1
Valorant Champions 2025,Playoffs,Lower Final,Bind,DRX,yoru,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Bind,DRX,fade,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Bind,DRX,waylay,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Bind,DRX,viper,0,1,1
Valorant Champions 2025,Playoffs,Lower Final,Bind,DRX,brimstone,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Bind,Paper Rex,viper,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Bind,Paper Rex,fade,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Bind,Paper Rex,yoru,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Bind,Paper Rex,raze,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Bind,Paper Rex,brimstone,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Bind,Xi Lai Gaming,viper,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Bind,Xi Lai Gaming,raze,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Bind,Xi Lai Gaming,brimstone,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Bind,Xi Lai Gaming,skye,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Bind,Xi Lai Gaming,gekko,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,GIANTX,omen,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,GIANTX,neon,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,GIANTX,sova,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,GIANTX,cypher,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,GIANTX,breach,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Sentinels,omen,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Sentinels,neon,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Sentinels,cypher,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Sentinels,fade,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Sentinels,breach,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Paper Rex,omen,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Paper Rex,viper,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Paper Rex,sova,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Paper Rex,raze,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Paper Rex,sage,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Xi Lai Gaming,omen,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Xi Lai Gaming,neon,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Xi Lai Gaming,sova,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Xi Lai Gaming,cypher,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Sunset,Xi Lai Gaming,yoru,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Corrode,GIANTX,omen,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Corrode,GIANTX,viper,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Corrode,GIANTX,fade,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Corrode,GIANTX,yoru,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Corrode,GIANTX,vyse,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Corrode,Sentinels,omen,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Corrode,Sentinels,viper,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Corrode,Sentinels,neon,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Corrode,Sentinels,fade,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Corrode,Sentinels,vyse,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Haven,GIANTX,omen,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Haven,GIANTX,neon,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Haven,GIANTX,sova,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Haven,GIANTX,cypher,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Haven,GIANTX,breach,1,0,1
Valorant Champions 2025,Group Stage,Opening (A),Haven,Sentinels,omen,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Haven,Sentinels,viper,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Haven,Sentinels,neon,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Haven,Sentinels,sova,0,1,1
Valorant Champions 2025,Group Stage,Opening (A),Haven,Sentinels,killjoy,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Ascent,Paper Rex,omen,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Ascent,Paper Rex,sova,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Ascent,Paper Rex,sage,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Ascent,Paper Rex,yoru,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Ascent,Paper Rex,vyse,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Ascent,GIANTX,omen,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Ascent,GIANTX,sova,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Ascent,GIANTX,cypher,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Ascent,GIANTX,jett,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Ascent,GIANTX,kayo,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Lotus,Paper Rex,omen,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Lotus,Paper Rex,raze,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Lotus,Paper Rex,fade,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Lotus,Paper Rex,yoru,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Lotus,Paper Rex,vyse,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Lotus,GIANTX,omen,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Lotus,GIANTX,raze,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Lotus,GIANTX,cypher,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Lotus,GIANTX,fade,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Lotus,GIANTX,viper,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Sunset,Paper Rex,omen,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Sunset,Paper Rex,sova,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Sunset,Paper Rex,raze,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Sunset,Paper Rex,sage,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Sunset,Paper Rex,viper,1,0,1
Valorant Champions 2025,Group Stage,Winner's (A),Sunset,GIANTX,omen,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Sunset,GIANTX,sova,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Sunset,GIANTX,cypher,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Sunset,GIANTX,breach,0,1,1
Valorant Champions 2025,Group Stage,Winner's (A),Sunset,GIANTX,neon,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Abyss,Xi Lai Gaming,omen,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Abyss,Xi Lai Gaming,sova,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Abyss,Xi Lai Gaming,astra,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Abyss,Xi Lai Gaming,jett,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Abyss,Xi Lai Gaming,yoru,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Abyss,Sentinels,omen,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Abyss,Sentinels,sova,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Abyss,Sentinels,astra,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Abyss,Sentinels,jett,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Abyss,Sentinels,kayo,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Lotus,Xi Lai Gaming,omen,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Lotus,Xi Lai Gaming,fade,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Lotus,Xi Lai Gaming,cypher,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Lotus,Xi Lai Gaming,sage,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Lotus,Xi Lai Gaming,deadlock,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Lotus,Sentinels,omen,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Lotus,Sentinels,viper,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Lotus,Sentinels,fade,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Lotus,Sentinels,vyse,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Lotus,Sentinels,raze,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Haven,Xi Lai Gaming,omen,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Haven,Xi Lai Gaming,sova,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Haven,Xi Lai Gaming,viper,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Haven,Xi Lai Gaming,neon,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Haven,Xi Lai Gaming,killjoy,1,0,1
Valorant Champions 2025,Group Stage,Elimination (A),Haven,Sentinels,omen,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Haven,Sentinels,sova,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Haven,Sentinels,viper,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Haven,Sentinels,neon,0,1,1
Valorant Champions 2025,Group Stage,Elimination (A),Haven,Sentinels,killjoy,0,1,1
Valorant Champions 2025,Group Stage,Decider (A),Bind,GIANTX,gekko,1,0,1
Valorant Champions 2025,Group Stage,Decider (A),Bind,GIANTX,viper,1,0,1
Valorant Champions 2025,Group Stage,Decider (A),Bind,GIANTX,astra,1,0,1
Valorant Champions 2025,Group Stage,Decider (A),Bind,GIANTX,raze,1,0,1
Valorant Champions 2025,Group Stage,Decider (A),Bind,GIANTX,deadlock,1,0,1
Valorant Champions 2025,Group Stage,Decider (A),Bind,Xi Lai Gaming,gekko,0,1,1
Valorant Champions 2025,Group Stage,Decider (A),Bind,Xi Lai Gaming,viper,0,1,1
Valorant Champions 2025,Group Stage,Decider (A),Bind,Xi Lai Gaming,skye,0,1,1
Valorant Champions 2025,Group Stage,Decider (A),Bind,Xi Lai Gaming,waylay,0,1,1
Valorant Champions 2025,Group Stage,Decider (A),Bind,Xi Lai Gaming,brimstone,0,1,1
Valorant Champions 2025,Group Stage,Decider (A),Ascent,GIANTX,sova,1,0,1
Valorant Champions 2025,Group Stage,Decider (A),Ascent,GIANTX,omen,1,0,1
Valorant Champions 2025,Group Stage,Decider (A),Ascent,GIANTX,kayo,1,0,1
Valorant Champions 2025,Group Stage,Decider (A),Ascent,GIANTX,cypher,1,0,1
Valorant Champions 2025,Group Stage,Decider (A),Ascent,GIANTX,jett,1,0,1
Valorant Champions 2025,Group Stage,Decider (A),Ascent,Xi Lai Gaming,sova,0,1,1
Valorant Champions 2025,Group Stage,Decider (A),Ascent,Xi Lai Gaming,omen,0,1,1
Valorant Champions 2025,Group Stage,Decider (A),Ascent,Xi Lai Gaming,kayo,0,1,1
Valorant Champions 2025,Group Stage,Decider (A),Ascent,Xi Lai Gaming,cypher,0,1,1
Valorant Champions 2025,Group Stage,Decider (A),Ascent,Xi Lai Gaming,jett,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Haven,Bilibili Gaming,sova,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Haven,Bilibili Gaming,omen,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Haven,Bilibili Gaming,cypher,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Haven,Bilibili Gaming,neon,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Haven,Bilibili Gaming,breach,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Haven,MIBR,sova,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Haven,MIBR,omen,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Haven,MIBR,viper,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Haven,MIBR,neon,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Haven,MIBR,killjoy,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Corrode,Bilibili Gaming,sova,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Corrode,Bilibili Gaming,omen,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Corrode,Bilibili Gaming,viper,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Corrode,Bilibili Gaming,neon,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Corrode,Bilibili Gaming,deadlock,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Corrode,MIBR,sova,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Corrode,MIBR,omen,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Corrode,MIBR,viper,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Corrode,MIBR,kayo,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Corrode,MIBR,waylay,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Ascent,Rex Regum Qeon,sova,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Ascent,Rex Regum Qeon,omen,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Ascent,Rex Regum Qeon,cypher,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Ascent,Rex Regum Qeon,yoru,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Ascent,Rex Regum Qeon,tejo,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Ascent,FNATIC,sova,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Ascent,FNATIC,omen,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Ascent,FNATIC,yoru,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Ascent,FNATIC,vyse,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Ascent,FNATIC,sage,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Abyss,Rex Regum Qeon,sova,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Abyss,Rex Regum Qeon,omen,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Abyss,Rex Regum Qeon,cypher,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Abyss,Rex Regum Qeon,kayo,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Abyss,Rex Regum Qeon,jett,0,1,1
Valorant Champions 2025,Group Stage,Opening (B),Abyss,FNATIC,sova,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Abyss,FNATIC,cypher,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Abyss,FNATIC,waylay,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Abyss,FNATIC,breach,1,0,1
Valorant Champions 2025,Group Stage,Opening (B),Abyss,FNATIC,astra,1,0,1
Valorant Champions 2025,Group Stage,Winner's (B),Bind,MIBR,viper,1,0,1
Valorant Champions 2025,Group Stage,Winner's (B),Bind,MIBR,yoru,1,0,1
Valorant Champions 2025,Group Stage,Winner's (B),Bind,MIBR,fade,1,0,1
Valorant Champions 2025,Group Stage,Winner's (B),Bind,MIBR,brimstone,1,0,1
Valorant Champions 2025,Group Stage,Winner's (B),Bind,MIBR,raze,1,0,1
Valorant Champions 2025,Group Stage,Winner's (B),Bind,FNATIC,viper,0,1,1
Valorant Champions 2025,Group Stage,Winner's (B),Bind,FNATIC,astra,0,1,1
Valorant Champions 2025,Group Stage,Winner's (B),Bind,FNATIC,yoru,0,1,1
Valorant Champions 2025,Group Stage,Winner's (B),Bind,FNATIC,fade,0,1,1
Valorant Champions 2025,Group Stage,Winner's (B),Bind,FNATIC,tejo,0,1,1
Valorant Champions 2025,Group Stage,Winner's (B),Abyss,MIBR,sova,0,1,1
Valorant Champions 2025,Group Stage,Winner's (B),Abyss,MIBR,astra,0,1,1
Valorant Champions 2025,Group Stage,Winner's (B),Abyss,MIBR,cypher,0,1,1
Valorant Champions 2025,Group Stage,Winner's (B),Abyss,MIBR,kayo,0,1,1
Valorant Champions 2025,Group Stage,Winner's (B),Abyss,MIBR,jett,0,1,1
Valorant Champions 2025,Group Stage,Winner's (B),Abyss,FNATIC,sova,1,0,1
