Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Haven,T1,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Sunset,Rex Regum Qeon,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Sunset,Rex Regum Qeon,cypher,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Sunset,Rex Regum Qeon,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Sunset,Rex Regum Qeon,waylay,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Sunset,Rex Regum Qeon,breach,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Sunset,T1,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Sunset,T1,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Sunset,T1,cypher,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Sunset,T1,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,Sunset,T1,neon,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,DRX,raze,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,DRX,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,DRX,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,DRX,vyse,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,DRX,brimstone,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,TALON,raze,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,TALON,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,TALON,deadlock,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,TALON,gekko,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,TALON,astra,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,Paper Rex,raze,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,Paper Rex,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,Paper Rex,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,Paper Rex,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,Paper Rex,brimstone,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,T1,raze,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,T1,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,T1,brimstone,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,T1,gekko,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Bind,T1,kayo,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Haven,DRX,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Haven,DRX,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Haven,DRX,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Haven,DRX,vyse,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Haven,DRX,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Haven,TALON,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Haven,TALON,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Haven,TALON,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Haven,TALON,cypher,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Haven,TALON,deadlock,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Lotus,DRX,raze,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Lotus,DRX,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Lotus,DRX,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Lotus,DRX,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Lotus,DRX,vyse,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Lotus,TALON,raze,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Lotus,TALON,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Lotus,TALON,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Lotus,TALON,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Lotus,TALON,vyse,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Sunset,Paper Rex,raze,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Sunset,Paper Rex,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Sunset,Paper Rex,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Sunset,Paper Rex,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Sunset,Paper Rex,sage,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Sunset,T1,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Sunset,T1,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Sunset,T1,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Sunset,T1,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Sunset,T1,cypher,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,TALON,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,TALON,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,TALON,deadlock,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,TALON,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,TALON,cypher,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,Paper Rex,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,Paper Rex,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,Paper Rex,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,Paper Rex,waylay,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,Paper Rex,vyse,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Bind,TALON,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Bind,TALON,deadlock,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Bind,TALON,raze,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Bind,TALON,astra,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Bind,TALON,gekko,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Bind,Paper Rex,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Bind,Paper Rex,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Bind,Paper Rex,raze,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Bind,Paper Rex,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Bind,Paper Rex,brimstone,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Ascent,Paper Rex,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Ascent,Paper Rex,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Ascent,Paper Rex,vyse,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Ascent,Paper Rex,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Ascent,Paper Rex,sage,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Ascent,Rex Regum Qeon,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Ascent,Rex Regum Qeon,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Ascent,Rex Regum Qeon,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Ascent,Rex Regum Qeon,cypher,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Ascent,Rex Regum Qeon,tejo,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Lotus,Paper Rex,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Lotus,Paper Rex,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Lotus,Paper Rex,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Lotus,Paper Rex,vyse,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Lotus,Paper Rex,raze,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Lotus,Rex Regum Qeon,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Lotus,Rex Regum Qeon,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Lotus,Rex Regum Qeon,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Lotus,Rex Regum Qeon,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Lotus,Rex Regum Qeon,raze,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Haven,Paper Rex,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Haven,Paper Rex,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Haven,Paper Rex,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Haven,Paper Rex,vyse,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Haven,Paper Rex,waylay,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Haven,Rex Regum Qeon,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Haven,Rex Regum Qeon,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Haven,Rex Regum Qeon,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Haven,Rex Regum Qeon,cypher,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Haven,Rex Regum Qeon,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Bind,Paper Rex,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Bind,Paper Rex,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Bind,Paper Rex,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Bind,Paper Rex,raze,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Bind,Paper Rex,brimstone,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Bind,Rex Regum Qeon,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Bind,Rex Regum Qeon,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Bind,Rex Regum Qeon,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Bind,Rex Regum Qeon,tejo,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Grand Final,Bind,Rex Regum Qeon,astra,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Lotus,Nongshim RedForce,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Lotus,Nongshim RedForce,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Lotus,Nongshim RedForce,neon,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Lotus,Nongshim RedForce,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Lotus,Nongshim RedForce,deadlock,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Lotus,DetonatioN FocusMe,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Lotus,DetonatioN FocusMe,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Lotus,DetonatioN FocusMe,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Lotus,DetonatioN FocusMe,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Lotus,DetonatioN FocusMe,raze,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Ascent,Nongshim RedForce,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Ascent,Nongshim RedForce,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Ascent,Nongshim RedForce,neon,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Ascent,Nongshim RedForce,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Ascent,Nongshim RedForce,killjoy,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Ascent,DetonatioN FocusMe,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Ascent,DetonatioN FocusMe,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Ascent,DetonatioN FocusMe,killjoy,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Ascent,DetonatioN FocusMe,jett,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Ascent,DetonatioN FocusMe,kayo,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Haven,Rex Regum Qeon,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Haven,Rex Regum Qeon,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Haven,Rex Regum Qeon,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Haven,Rex Regum Qeon,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Haven,Rex Regum Qeon,cypher,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Haven,Gen.G,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Haven,Gen.G,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Haven,Gen.G,neon,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Haven,Gen.G,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Haven,Gen.G,killjoy,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Sunset,Rex Regum Qeon,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Sunset,Rex Regum Qeon,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Sunset,Rex Regum Qeon,waylay,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Sunset,Rex Regum Qeon,cypher,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Sunset,Rex Regum Qeon,breach,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Sunset,Gen.G,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Sunset,Gen.G,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Sunset,Gen.G,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Sunset,Gen.G,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Sunset,Gen.G,deadlock,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,Rex Regum Qeon,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,Rex Regum Qeon,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,Rex Regum Qeon,neon,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,Rex Regum Qeon,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,Rex Regum Qeon,waylay,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,Gen.G,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,Gen.G,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,Gen.G,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,Gen.G,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Corrode,Gen.G,sage,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Ascent,T1,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Ascent,T1,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Ascent,T1,vyse,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Ascent,T1,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Ascent,T1,chamber,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Ascent,Nongshim RedForce,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Ascent,Nongshim RedForce,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Ascent,Nongshim RedForce,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Ascent,Nongshim RedForce,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Ascent,Nongshim RedForce,killjoy,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Lotus,T1,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Lotus,T1,neon,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Lotus,T1,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Lotus,T1,vyse,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Lotus,T1,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Lotus,Nongshim RedForce,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Lotus,Nongshim RedForce,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Lotus,Nongshim RedForce,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Lotus,Nongshim RedForce,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Lotus,Nongshim RedForce,deadlock,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Icebox,DRX,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Icebox,DRX,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Icebox,DRX,killjoy,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Icebox,DRX,jett,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Icebox,DRX,sage,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Icebox,Rex Regum Qeon,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Icebox,Rex Regum Qeon,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Icebox,Rex Regum Qeon,killjoy,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Icebox,Rex Regum Qeon,jett,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Icebox,Rex Regum Qeon,sage,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Corrode,DRX,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Corrode,DRX,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Corrode,DRX,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Corrode,DRX,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Corrode,DRX,vyse,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Corrode,Rex Regum Qeon,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Corrode,Rex Regum Qeon,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Corrode,Rex Regum Qeon,neon,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Corrode,Rex Regum Qeon,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,Corrode,Rex Regum Qeon,waylay,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Sunset,T1,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Sunset,T1,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Sunset,T1,cypher,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Sunset,T1,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Sunset,T1,neon,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Sunset,Rex Regum Qeon,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Sunset,Rex Regum Qeon,cypher,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Sunset,Rex Regum Qeon,waylay,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Sunset,Rex Regum Qeon,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Sunset,Rex Regum Qeon,breach,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Haven,T1,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Haven,T1,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Haven,T1,cypher,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Haven,T1,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Haven,T1,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Haven,Rex Regum Qeon,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Haven,Rex Regum Qeon,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Haven,Rex Regum Qeon,cypher,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Haven,Rex Regum Qeon,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Haven,Rex Regum Qeon,neon,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Ascent,T1,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Ascent,T1,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Ascent,T1,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Ascent,T1,chamber,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Ascent,T1,vyse,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Ascent,Rex Regum Qeon,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Ascent,Rex Regum Qeon,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Ascent,Rex Regum Qeon,cypher,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Ascent,Rex Regum Qeon,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Ascent,Rex Regum Qeon,tejo,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Bind,TALON,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Bind,TALON,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Bind,TALON,fade,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Bind,TALON,raze,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Bind,TALON,brimstone,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Bind,Rex Regum Qeon,viper,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Bind,Rex Regum Qeon,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Bind,Rex Regum Qeon,fade,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Bind,Rex Regum Qeon,raze,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Bind,Rex Regum Qeon,brimstone,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Haven,TALON,sova,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Haven,TALON,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Haven,TALON,yoru,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Haven,TALON,cypher,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Haven,TALON,deadlock,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Haven,Rex Regum Qeon,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Haven,Rex Regum Qeon,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Haven,Rex Regum Qeon,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Haven,Rex Regum Qeon,cypher,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Haven,Rex Regum Qeon,neon,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Corrode,TALON,sova,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Corrode,TALON,omen,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Corrode,TALON,yoru,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Corrode,TALON,cypher,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Corrode,TALON,deadlock,0,1,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Corrode,Rex Regum Qeon,viper,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Corrode,Rex Regum Qeon,omen,1,0,1
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Corrode,Rex Regum Qeon,fade,1,0,1
